fault_id,fault,fault_type,source,location,is_branch,first_detecting_vector,detecting_vector_count,total_po_mismatches,detected
57,135/SA0,SA0,135,135,False,1.0,491,491,True
58,135/SA1,SA1,135,135,False,2.0,533,533,True
59,138->309/SA1,SA1,138,309,True,14.0,181,209,True
60,138->316/SA1,SA1,138,316,True,5.0,159,192,True
61,138->317/SA1,SA1,138,317,True,2.0,136,154,True
62,138->318/SA1,SA1,138,318,True,14.0,147,176,True
63,138/SA0,SA0,138,138,False,1.0,407,722,True
64,138/SA1,SA1,138,138,False,2.0,369,669,True
65,143->475/SA1,SA1,143,475,True,77.0,17,20,True
66,143->510/SA1,SA1,143,510,True,6.0,154,185,True
67,143/SA0,SA0,143,143,False,1.0,158,182,True
68,143/SA1,SA1,143,143,False,6.0,169,206,True
69,146->477/SA1,SA1,146,477,True,114.0,2,2,True
70,146->512/SA1,SA1,146,512,True,1.0,121,146,True
71,146/SA0,SA0,146,146,False,21.0,134,152,True
72,146/SA1,SA1,146,146,False,1.0,123,148,True
73,149->479/SA1,SA1,149,479,True,77.0,10,12,True
74,149->514/SA1,SA1,149,514,True,8.0,107,124,True
75,149/SA0,SA0,149,149,False,1.0,121,132,True
76,149/SA1,SA1,149,149,False,8.0,116,136,True
77,152/SA0,SA0,152,152,False,10.0,138,152,True
78,152/SA1,SA1,152,152,False,1.0,137,165,True
79,153->481/SA1,SA1,153,481,True,90.0,7,9,True
80,153->516/SA1,SA1,153,516,True,2.0,108,112,True
81,153/SA0,SA0,153,153,False,1.0,113,132,True
82,153/SA1,SA1,153,153,False,2.0,114,121,True
83,156->319/SA1,SA1,156,319,True,9.0,11,19,True
84,156->442/SA1,SA1,156,442,True,102.0,8,18,True
85,156/SA0,SA0,156,156,False,39.0,27,54,True
86,156/SA1,SA1,156,156,False,9.0,15,32,True
87,159->324/SA1,SA1,159,324,True,5.0,258,258,True
88,159->325/SA0,SA0,159,325,True,10.0,247,247,True
89,159->522/SA1,SA1,159,522,True,206.0,3,3,True
90,159->590/SA1,SA1,159,590,True,12.0,85,103,True
91,159->593/SA0,SA0,159,593,True,1.0,239,258,True
92,159/SA0,SA0,159,159,False,1.0,509,861,True
93,159/SA1,SA1,159,159,False,3.0,515,876,True
94,165->324/SA1,SA1,165,324,True,10.0,247,247,True
95,165->325/SA0,SA0,165,325,True,5.0,258,258,True
96,165->523/SA1,SA1,165,523,True,206.0,1,1,True
97,165->597/SA1,SA1,165,597,True,9.0,65,85,True
98,165->600/SA0,SA0,165,600,True,2.0,215,243,True
99,165/SA0,SA0,165,165,False,1.0,520,844,True
100,165/SA1,SA1,165,165,False,3.0,504,833,True
101,17->269/SA1,SA1,17,269,True,16.0,59,59,True
102,17->270/SA1,SA1,17,270,True,7.0,68,68,True
103,17->279/SA1,SA1,17,279,True,16.0,41,98,True
104,17->317/SA1,SA1,17,317,True,1.0,152,192,True
105,17->322/SA0,SA0,17,322,True,592.0,3,5,True
106,17->323/SA1,SA1,17,323,True,38.0,11,27,True
107,17->432/SA1,SA1,17,432,True,878.0,4,8,True
108,17->443/SA1,SA1,17,443,True,16.0,25,33,True
109,17/SA0,SA0,17,17,False,9.0,232,410,True
110,17/SA1,SA1,17,17,False,1.0,253,455,True
111,171->326/SA1,SA1,171,326,True,5.0,243,243,True
112,171->327/SA0,SA0,171,327,True,2.0,275,275,True
113,171->524/SA1,SA1,171,524,True,,0,0,False
114,171->606/SA1,SA1,171,606,True,9.0,42,55,True
115,171->609/SA0,SA0,171,609,True,2.0,221,237,True
116,171/SA0,SA0,171,171,False,2.0,527,842,True
117,171/SA1,SA1,171,171,False,1.0,497,784,True
118,177->326/SA1,SA1,177,326,True,2.0,275,275,True
119,177->327/SA0,SA0,177,327,True,5.0,243,243,True
120,177->525/SA1,SA1,177,525,True,561.0,1,1,True
121,177->616/SA1,SA1,177,616,True,58.0,57,87,True
122,177->619/SA0,SA0,177,619,True,8.0,193,219,True
123,177/SA0,SA0,177,177,False,5.0,495,769,True
124,177/SA1,SA1,177,177,False,1.0,529,866,True
125,183->328/SA1,SA1,183,328,True,2.0,256,256,True
126,183->329/SA0,SA0,183,329,True,6.0,269,269,True
127,183->526/SA1,SA1,183,526,True,863.0,1,1,True
128,183->625/SA1,SA1,183,625,True,1.0,55,65,True
129,183->628/SA0,SA0,183,628,True,8.0,183,202,True
130,183/SA0,SA0,183,183,False,5.0,507,776,True
131,183/SA1,SA1,183,183,False,1.0,517,808,True
132,189->328/SA1,SA1,189,328,True,6.0,269,269,True
133,189->329/SA0,SA0,189,329,True,2.0,256,256,True
134,189->527/SA1,SA1,189,527,True,206.0,1,1,True
135,189->632/SA1,SA1,189,632,True,17.0,41,52,True
136,189->635/SA0,SA0,189,635,True,8.0,149,165,True
137,189/SA0,SA0,189,189,False,2.0,494,714,True
138,189/SA1,SA1,189,189,False,1.0,530,743,True
139,195->330/SA1,SA1,195,330,True,9.0,230,230,True
140,195->331/SA0,SA0,195,331,True,1.0,258,258,True
141,195->528/SA1,SA1,195,528,True,,0,0,False
142,195->641/SA1,SA1,195,641,True,9.0,36,45,True
143,195->644/SA0,SA0,195,644,True,3.0,143,167,True
144,195/SA0,SA0,195,195,False,1.0,530,751,True
145,195/SA1,SA1,195,195,False,5.0,494,710,True
146,201->330/SA1,SA1,201,330,True,1.0,258,258,True
147,201->331/SA0,SA0,201,331,True,9.0,230,230,True
148,201->529/SA1,SA1,201,529,True,206.0,3,3,True
149,201->651/SA1,SA1,201,651,True,34.0,44,60,True
150,201->654/SA0,SA0,201,654,True,9.0,150,182,True
151,201/SA0,SA0,201,201,False,6.0,502,731,True
152,201/SA1,SA1,201,201,False,1.0,522,766,True
153,207->520/SA1,SA1,207,520,True,1.0,221,221,True
154,207->521/SA0,SA0,207,521,True,2.0,270,270,True
155,207/SA0,SA0,207,207,False,2.0,542,542,True
156,207/SA1,SA1,207,207,False,1.0,482,482,True
157,210->332/SA1,SA1,210,332,True,7.0,123,123,True
158,210->333/SA1,SA1,210,333,True,1.0,110,110,True
159,210->334/SA1,SA1,210,334,True,9.0,104,104,True
160,210->335/SA1,SA1,210,335,True,7.0,109,109,True
161,210->336/SA1,SA1,210,336,True,9.0,82,82,True
162,210->338/SA1,SA1,210,338,True,17.0,75,75,True
163,210->340/SA1,SA1,210,340,True,22.0,85,85,True
164,210->417/SA1,SA1,210,417,True,7.0,102,102,True
165,210/SA0,SA0,210,210,False,2.0,417,940,True
166,210/SA1,SA1,210,210,False,1.0,370,790,True
167,219->794/SA1,SA1,219,794,True,3.0,87,87,True
168,219->808/SA1,SA1,219,808,True,17.0,93,93,True
169,219->809/SA1,SA1,219,809,True,5.0,81,81,True
170,219->810/SA1,SA1,219,810,True,4.0,82,82,True
171,219->836/SA1,SA1,219,836,True,11.0,110,110,True
172,219->851/SA1,SA1,219,851,True,17.0,94,94,True
173,219->852/SA1,SA1,219,852,True,5.0,97,97,True
174,219->853/SA1,SA1,219,853,True,4.0,97,97,True
175,219/SA0,SA0,219,219,False,1.0,355,762,True
176,219/SA1,SA1,219,219,False,3.0,354,741,True
177,228->736/SA1,SA1,228,736,True,13.0,107,107,True
178,228->739/SA1,SA1,228,739,True,5.0,102,102,True
179,228->742/SA1,SA1,228,742,True,4.0,91,91,True
180,228->745/SA1,SA1,228,745,True,8.0,95,95,True
181,228->748/SA1,SA1,228,748,True,6.0,109,109,True
182,228->751/SA1,SA1,228,751,True,5.0,73,73,True
183,228->754/SA1,SA1,228,754,True,4.0,82,82,True
184,228->759/SA1,SA1,228,759,True,28.0,91,91,True
185,228/SA0,SA0,228,228,False,1.0,331,744,True
186,228/SA1,SA1,228,228,False,4.0,326,750,True
187,237->737/SA1,SA1,237,737,True,100.0,15,15,True
188,237->740/SA1,SA1,237,740,True,35.0,15,15,True
189,237->743/SA1,SA1,237,743,True,29.0,23,23,True
190,237->746/SA1,SA1,237,746,True,34.0,14,14,True
191,237->749/SA1,SA1,237,749,True,87.0,13,13,True
192,237->752/SA1,SA1,237,752,True,133.0,13,13,True
193,237->755/SA1,SA1,237,755,True,184.0,15,15,True
194,237->760/SA1,SA1,237,760,True,133.0,14,14,True
195,237/SA0,SA0,237,237,False,6.0,113,178,True
196,237/SA1,SA1,237,237,False,29.0,88,122,True
197,246->596/SA1,SA1,246,596,True,13.0,38,38,True
198,246->605/SA1,SA1,246,605,True,17.0,35,35,True
199,246->615/SA1,SA1,246,615,True,17.0,38,38,True
200,246->624/SA1,SA1,246,624,True,34.0,35,35,True
201,246->631/SA1,SA1,246,631,True,35.0,34,34,True
202,246->640/SA1,SA1,246,640,True,17.0,33,33,True
203,246->650/SA1,SA1,246,650,True,17.0,25,25,True
204,246->659/SA1,SA1,246,659,True,35.0,30,30,True
205,246/SA0,SA0,246,246,False,10.0,181,303,True
206,246/SA1,SA1,246,246,False,13.0,160,268,True
207,255->337/SA1,SA1,255,337,True,15.0,78,78,True
208,255->339/SA1,SA1,255,339,True,8.0,72,72,True
209,255->341/SA1,SA1,255,341,True,3.0,96,96,True
210,255/SA0,SA0,255,255,False,6.0,190,247,True
211,255/SA1,SA1,255,255,False,3.0,200,246,True
212,259/SA0,SA0,259,259,False,7.0,92,92,True
213,259/SA1,SA1,259,259,False,5.0,73,73,True
214,26->270/SA1,SA1,26,270,True,45.0,67,67,True
215,26->276/SA1,SA1,26,276,True,22.0,117,230,True
216,26/SA0,SA0,26,26,False,9.0,155,303,True
217,26/SA1,SA1,26,26,False,22.0,155,297,True
218,260/SA0,SA0,260,260,False,10.0,70,70,True
219,260/SA1,SA1,260,260,False,7.0,85,85,True
220,261->732/SA1,SA1,261,732,True,16.0,50,50,True
221,261->733/SA1,SA1,261,733,True,9.0,18,18,True
222,261->734/SA1,SA1,261,734,True,78.0,17,22,True
223,261->757/SA0,SA0,261,757,True,19.0,51,51,True
224,261->758/SA1,SA1,261,758,True,44.0,31,31,True
225,261/SA0,SA0,261,261,False,8.0,116,154,True
226,261/SA1,SA1,261,261,False,9.0,137,180,True
227,267/SA0,SA0,267,267,False,6.0,85,85,True
228,267/SA1,SA1,267,267,False,24.0,80,80,True
229,268/SA0,SA0,268,268,False,3.0,140,146,True
230,268/SA1,SA1,268,268,False,4.0,131,138,True
231,269/SA0,SA0,269,269,False,1.0,967,967,True
232,269/SA1,SA1,269,269,False,55.0,57,57,True
233,270->344/SA0,SA0,270,344,True,1.0,854,854,True
234,270->392/SA0,SA0,270,392,True,11.0,115,115,True
235,270/SA0,SA0,270,270,False,1.0,969,969,True
236,270/SA1,SA1,270,270,False,9.0,55,55,True
237,273->344/SA0,SA0,273,344,True,274.0,2,2,True
238,273/SA0,SA0,273,273,False,274.0,2,4,True
239,273/SA1,SA1,273,273,False,9.0,53,106,True
240,276/SA0,SA0,276,276,False,9.0,131,248,True
241,276/SA1,SA1,276,276,False,1.0,893,1681,True
242,279/SA0,SA0,279,279,False,2.0,657,1406,True
243,279/SA1,SA1,279,279,False,84.0,30,55,True
244,280->348/SA0,SA0,280,348,True,22.0,8,21,True
245,280->349/SA0,SA0,280,349,True,2.0,250,250,True
246,280->350/SA0,SA0,280,350,True,11.0,150,150,True
247,280/SA0,SA0,280,280,False,2.0,334,421,True
248,280/SA1,SA1,280,280,False,16.0,19,24,True
249,284/SA0,SA0,284,284,False,144.0,12,26,True
250,284/SA1,SA1,284,284,False,206.0,1,1,True
251,285/SA0,SA0,285,285,False,32.0,38,38,True
252,285/SA1,SA1,285,285,False,16.0,16,16,True
253,286/SA0,SA0,286,286,False,16.0,47,47,True
254,286/SA1,SA1,286,286,False,55.0,7,7,True
255,287->432/SA1,SA1,287,432,True,225.0,13,23,True
256,287->437/SA1,SA1,287,437,True,16.0,23,36,True
257,287/SA0,SA0,287,287,False,259.0,5,11,True
258,287/SA1,SA1,287,287,False,16.0,31,58,True
259,29->273/SA1,SA1,29,273,True,9.0,5,10,True
260,29->285/SA1,SA1,29,285,True,55.0,17,17,True
261,29->287/SA1,SA1,29,287,True,534.0,4,8,True
262,29->290/SA1,SA1,29,290,True,8.0,130,130,True
263,29->291/SA1,SA1,29,291,True,5.0,113,113,True
264,29->292/SA1,SA1,29,292,True,3.0,116,116,True
265,29/SA0,SA0,29,29,False,11.0,239,392,True
266,29/SA1,SA1,29,29,False,3.0,257,394,True
267,290/SA0,SA0,290,290,False,11.0,117,117,True
268,290/SA1,SA1,290,290,False,1.0,907,907,True
269,291/SA0,SA0,291,291,False,20.0,127,127,True
270,291/SA1,SA1,291,291,False,1.0,897,897,True
271,292/SA0,SA0,292,292,False,11.0,117,117,True
272,292/SA1,SA1,292,292,False,1.0,907,907,True
273,293/SA0,SA0,293,293,False,7.0,148,148,True
274,293/SA1,SA1,293,293,False,1.0,876,876,True
275,294/SA0,SA0,294,294,False,73.0,4,6,True
276,295/SA0,SA0,295,295,False,7.0,125,125,True
277,295/SA1,SA1,295,295,False,1.0,899,899,True
278,296/SA0,SA0,296,296,False,9.0,120,120,True
279,296/SA1,SA1,296,296,False,1.0,904,904,True
280,297/SA0,SA0,297,297,False,7.0,247,247,True
281,297/SA1,SA1,297,297,False,1.0,777,777,True
282,298->355/SA1,SA1,298,355,True,6.0,116,116,True
283,298->356/SA1,SA1,298,356,True,9.0,102,102,True
284,298/SA0,SA0,298,298,False,1.0,581,758,True
285,298/SA1,SA1,298,298,False,6.0,167,218,True
286,301/SA0,SA0,301,301,False,6.0,522,522,True
287,301/SA1,SA1,301,301,False,1.0,254,254,True
288,302/SA1,SA1,302,302,False,2.0,248,248,True
289,303/SA0,SA0,303,303,False,6.0,496,496,True
290,303/SA1,SA1,303,303,False,2.0,262,262,True
291,304/SA1,SA1,304,304,False,1.0,266,266,True
292,305/SA0,SA0,305,305,False,1.0,499,499,True
293,305/SA1,SA1,305,305,False,2.0,278,278,True
294,306/SA1,SA1,306,306,False,11.0,247,247,True
295,307/SA0,SA0,307,307,False,1.0,515,515,True
296,307/SA1,SA1,307,307,False,7.0,239,239,True
297,308/SA1,SA1,308,308,False,2.0,270,270,True
298,309/SA0,SA0,309,309,False,10.0,193,239,True
299,309/SA1,SA1,309,309,False,2.0,577,680,True
300,310->476/SA1,SA1,310,476,True,102.0,4,5,True
301,310->478/SA1,SA1,310,478,True,102.0,1,2,True
302,310->480/SA1,SA1,310,480,True,102.0,2,2,True
303,310->482/SA1,SA1,310,482,True,102.0,3,4,True
304,316/SA0,SA0,316,316,False,1.0,143,169,True
305,316/SA1,SA1,316,316,False,2.0,503,595,True
306,317/SA0,SA0,317,317,False,9.0,140,166,True
307,317/SA1,SA1,317,317,False,1.0,450,555,True
308,318/SA1,SA1,318,318,False,1.0,413,488,True
309,319->427/SA1,SA1,319,427,True,56.0,8,12,True
310,319->443/SA1,SA1,319,443,True,39.0,11,15,True
311,319/SA0,SA0,319,319,False,9.0,38,73,True
312,319/SA1,SA1,319,319,False,39.0,17,27,True
313,322/SA0,SA0,322,322,False,300.0,8,15,True
314,322/SA1,SA1,322,322,False,38.0,14,32,True
315,323/SA0,SA0,323,323,False,225.0,8,12,True
316,324/SA0,SA0,324,324,False,5.0,505,505,True
317,324/SA1,SA1,324,324,False,1.0,262,262,True
318,325/SA1,SA1,325,325,False,3.0,257,257,True
319,326/SA0,SA0,326,326,False,2.0,518,518,True
320,326/SA1,SA1,326,326,False,6.0,252,252,True
321,327/SA1,SA1,327,327,False,1.0,254,254,True
322,328/SA0,SA0,328,328,False,2.0,525,525,True
323,328/SA1,SA1,328,328,False,5.0,238,238,True
324,329/SA1,SA1,329,329,False,1.0,261,261,True
325,330/SA0,SA0,330,330,False,1.0,488,488,True
326,330/SA1,SA1,330,330,False,6.0,272,272,True
327,331/SA1,SA1,331,331,False,5.0,264,264,True
328,332/SA0,SA0,332,332,False,3.0,134,134,True
329,332/SA1,SA1,332,332,False,4.0,349,349,True
330,333/SA0,SA0,333,333,False,6.0,127,127,True
331,333/SA1,SA1,333,333,False,1.0,338,338,True
332,334/SA0,SA0,334,334,False,2.0,136,136,True
333,334/SA1,SA1,334,334,False,1.0,338,338,True
334,335/SA0,SA0,335,335,False,2.0,126,126,True
335,335/SA1,SA1,335,335,False,6.0,350,350,True
336,336/SA0,SA0,336,336,False,4.0,91,91,True
337,336/SA1,SA1,336,336,False,5.0,254,254,True
338,338/SA0,SA0,338,338,False,14.0,101,101,True
339,338/SA1,SA1,338,338,False,4.0,254,254,True
340,340/SA0,SA0,340,340,False,4.0,89,89,True
341,340/SA1,SA1,340,340,False,2.0,264,264,True
342,343/SA0,SA0,343,343,False,9.0,53,53,True
343,343/SA1,SA1,343,343,False,274.0,2,2,True
344,344/SA0,SA0,344,344,False,1.0,971,971,True
345,344/SA1,SA1,344,344,False,9.0,53,53,True
346,345/SA0,SA0,345,345,False,7.0,381,788,True
347,345/SA1,SA1,345,345,False,9.0,55,117,True
348,346/SA0,SA0,346,346,False,1.0,893,893,True
349,346/SA1,SA1,346,346,False,9.0,131,131,True
350,348/SA1,SA1,348,348,False,5.0,167,343,True
351,349/SA0,SA0,349,349,False,1.0,1008,1008,True
352,350/SA0,SA0,350,350,False,1.0,1017,1017,True
353,355/SA0,SA0,355,355,False,1.0,650,650,True
354,355/SA1,SA1,355,355,False,8.0,374,374,True
355,356/SA0,SA0,356,356,False,1.0,384,384,True
356,356/SA1,SA1,356,356,False,3.0,640,640,True
357,357->406/SA1,SA1,357,406,True,9.0,276,276,True
358,357/SA0,SA0,357,357,False,1.0,502,502,True
359,36->273/SA1,SA1,36,273,True,185.0,6,12,True
360,36->291/SA1,SA1,36,291,True,2.0,152,152,True
361,36->292/SA1,SA1,36,292,True,2.0,127,127,True
362,36->295/SA1,SA1,36,295,True,27.0,161,161,True
363,36->296/SA1,SA1,36,296,True,12.0,147,147,True
364,36/SA0,SA0,36,36,False,7.0,275,493,True
365,36/SA1,SA1,36,36,False,2.0,317,599,True
366,360->406/SA1,SA1,360,406,True,7.0,250,250,True
367,360/SA0,SA0,360,360,False,1.0,528,528,True
368,363->409/SA1,SA1,363,409,True,3.0,240,240,True
369,363/SA0,SA0,363,363,False,2.0,525,525,True
370,366->409/SA1,SA1,366,409,True,10.0,256,256,True
371,366/SA0,SA0,366,366,False,2.0,509,509,True
372,369->417/SA1,SA1,369,417,True,4.0,127,127,True
373,369->488/SA0,SA0,369,488,True,104.0,2,2,True
374,369->489/SA0,SA0,369,489,True,104.0,1,1,True
375,369->490/SA0,SA0,369,490,True,104.0,1,3,True
376,369->491/SA0,SA0,369,491,True,104.0,2,2,True
377,369/SA0,SA0,369,369,False,3.0,137,140,True
378,369/SA1,SA1,369,369,False,4.0,129,136,True
379,375/SA1,SA1,375,375,False,225.0,16,27,True
380,376->413/SA1,SA1,376,413,True,11.0,239,239,True
381,376/SA0,SA0,376,376,False,1.0,519,519,True
382,379->413/SA1,SA1,379,413,True,2.0,252,252,True
383,379/SA0,SA0,379,379,False,1.0,506,506,True
384,382->416/SA1,SA1,382,416,True,6.0,265,265,True
385,382/SA0,SA0,382,382,False,1.0,499,499,True
386,385->416/SA1,SA1,385,416,True,1.0,228,228,True
387,385/SA0,SA0,385,385,False,5.0,536,536,True
388,388/SA0,SA0,388,388,False,,0,0,False
389,388/SA1,SA1,388,388,False,,0,0,False
390,389/SA0,SA0,389,389,False,,0,0,False
391,389/SA1,SA1,389,389,False,,0,0,False
392,390/SA0,SA0,390,390,False,,0,0,False
393,390/SA1,SA1,390,390,False,,0,0,False
394,391/SA0,SA0,391,391,False,,0,0,False
395,391/SA1,SA1,391,391,False,,0,0,False
396,392/SA0,SA0,392,392,False,1.0,1022,1022,True
397,393->427/SA1,SA1,393,427,True,7.0,224,388,True
398,393->432/SA1,SA1,393,432,True,46.0,16,40,True
399,393->437/SA1,SA1,393,437,True,26.0,14,32,True
400,393->442/SA1,SA1,393,442,True,22.0,98,224,True
401,393->443/SA1,SA1,393,443,True,15.0,82,134,True
402,400/SA1,SA1,400,400,False,4.0,356,726,True
403,404/SA0,SA0,404,404,False,6.0,246,246,True
404,404/SA1,SA1,404,404,False,7.0,250,250,True
405,405/SA1,SA1,405,405,False,9.0,276,276,True
406,406/SA0,SA0,406,406,False,1.0,252,252,True
407,406/SA1,SA1,406,406,False,7.0,526,526,True
408,407/SA0,SA0,407,407,False,1.0,259,259,True
409,407/SA1,SA1,407,407,False,10.0,256,256,True
410,408/SA1,SA1,408,408,False,3.0,240,240,True
411,409/SA0,SA0,409,409,False,2.0,269,269,True
412,409/SA1,SA1,409,409,False,3.0,496,496,True
413,410/SA0,SA0,410,410,False,2.0,761,1624,True
414,411/SA0,SA0,411,411,False,5.0,266,266,True
415,411/SA1,SA1,411,411,False,2.0,252,252,True
416,412/SA1,SA1,412,412,False,11.0,239,239,True
417,413/SA0,SA0,413,413,False,1.0,267,267,True
418,413/SA1,SA1,413,413,False,2.0,491,491,True
419,414/SA0,SA0,414,414,False,2.0,260,260,True
420,414/SA1,SA1,414,414,False,1.0,228,228,True
421,415/SA1,SA1,415,415,False,6.0,265,265,True
422,416/SA0,SA0,416,416,False,5.0,271,271,True
423,416/SA1,SA1,416,416,False,1.0,493,493,True
424,417/SA0,SA0,417,417,False,3.0,136,136,True
425,417/SA1,SA1,417,417,False,4.0,344,344,True
426,418/SA0,SA0,418,418,False,,0,0,False
427,418/SA1,SA1,418,418,False,,0,0,False
428,419/SA0,SA0,419,419,False,,0,0,False
429,419/SA1,SA1,419,419,False,,0,0,False
430,42->273/SA1,SA1,42,273,True,103.0,8,16,True
431,42->284/SA1,SA1,42,284,True,,0,0,False
432,42->290/SA1,SA1,42,290,True,4.0,152,152,True
433,42->292/SA1,SA1,42,292,True,26.0,138,138,True
434,42->294/SA1,SA1,42,294,True,144.0,5,14,True
435,42->296/SA1,SA1,42,296,True,7.0,144,144,True
436,42->322/SA0,SA0,42,322,True,38.0,11,27,True
437,42->323/SA1,SA1,42,323,True,592.0,3,5,True
438,42/SA0,SA0,42,42,False,9.0,238,401,True
439,42/SA1,SA1,42,42,False,4.0,289,490,True
440,420/SA0,SA0,420,420,False,,0,0,False
441,420/SA1,SA1,420,420,False,,0,0,False
442,421/SA0,SA0,421,421,False,,0,0,False
443,421/SA1,SA1,421,421,False,,0,0,False
444,422/SA0,SA0,422,422,False,,0,0,False
445,422/SA1,SA1,422,422,False,,0,0,False
446,423/SA0,SA0,423,423,False,,0,0,False
447,423/SA1,SA1,423,423,False,,0,0,False
448,427->475/SA1,SA1,427,475,True,18.0,288,341,True
449,427->477/SA1,SA1,427,477,True,7.0,267,313,True
450,427->479/SA1,SA1,427,479,True,1.0,220,276,True
451,427->481/SA1,SA1,427,481,True,1.0,199,231,True
452,427/SA0,SA0,427,427,False,16.0,28,41,True
453,427/SA1,SA1,427,427,False,1.0,626,1056,True
454,432->476/SA1,SA1,432,476,True,8.0,337,399,True
455,432->478/SA1,SA1,432,478,True,5.0,271,325,True
456,432->480/SA1,SA1,432,480,True,1.0,224,287,True
457,432->482/SA1,SA1,432,482,True,1.0,205,248,True
458,432/SA0,SA0,432,432,False,579.0,2,2,True
459,432/SA1,SA1,432,432,False,1.0,424,973,True
460,437->488/SA0,SA0,437,488,True,10.0,192,222,True
461,437->489/SA0,SA0,437,489,True,1.0,153,173,True
462,437->490/SA0,SA0,437,490,True,8.0,144,157,True
463,437->491/SA0,SA0,437,491,True,13.0,151,162,True
464,437/SA0,SA0,437,437,False,1.0,311,596,True
465,437/SA1,SA1,437,437,False,259.0,3,9,True
466,443/SA0,SA0,443,443,False,10.0,272,457,True
467,443/SA1,SA1,443,443,False,9.0,19,31,True
468,446/SA0,SA0,446,446,False,,0,0,False
469,446/SA1,SA1,446,446,False,,0,0,False
470,447/SA0,SA0,447,447,False,,0,0,False
471,447/SA1,SA1,447,447,False,,0,0,False
472,448/SA0,SA0,448,448,False,,0,0,False
473,448/SA1,SA1,448,448,False,,0,0,False
474,449/SA0,SA0,449,449,False,,0,0,False
475,449/SA1,SA1,449,449,False,,0,0,False
476,450/SA0,SA0,450,450,False,,0,0,False
477,450/SA1,SA1,450,450,False,,0,0,False
478,451->522/SA1,SA1,451,522,True,26.0,99,99,True
479,451->523/SA1,SA1,451,523,True,5.0,97,97,True
480,451->524/SA1,SA1,451,524,True,4.0,99,99,True
481,451->525/SA1,SA1,451,525,True,8.0,88,88,True
482,451->526/SA1,SA1,451,526,True,6.0,101,101,True
483,451->527/SA1,SA1,451,527,True,5.0,66,66,True
